,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
46,532000,1020000,188000,982000,294000,178000,255000,253000,1749000,297000,606000,500000,476000,556000,885000,673000,310000,421000,936000,480000,465000,824000,590000,200000,252000,472000,442000,1908000,285000,480000,300000,268000,386000,405000,1275000,1206000,1313000,430000,226000,697000,696000,202000,269000,188000,562000,688000,1228000,755000,595000,649000,495000,228000,420000,490000,633000,697000,633000,980000,184000,429000,599000,630000,213000,925000,440000,915000,350000,336000,336000,692000,1254000,400000,626000,628000,643000,901000,488000,438000,487000,1211000,523000,535000
47,517000,963000,219000,962000,294000,210000,265000,230000,1875000,294000,620000,455000,500000,578000,1420000,645000,303000,421000,947000,475000,457000,805000,590000,200000,250000,475000,425000,1331000,289000,455000,235000,248000,370000,393000,1245000,890000,1363000,427000,238000,645000,700000,211000,186000,219000,585000,735000,1228000,755000,699000,656000,510000,274000,400000,490000,610000,713000,610000,925000,131000,425000,600000,582000,217000,757000,450000,923000,334000,350000,350000,688000,1180000,411000,660000,620000,632000,876000,480000,435000,549000,1350000,362000,439000
48,538000,949000,289000,1007000,292000,210000,269000,225000,1472000,292000,597000,455000,488000,602000,1313000,620000,348000,435000,888000,478000,433000,816000,570000,229000,165000,475000,398000,1370000,268000,280000,235000,230000,368000,375000,1198000,835000,1338000,399000,238000,625000,691000,190000,320000,289000,590000,643000,1235000,755000,670000,654000,483000,278000,418000,500000,595000,635000,595000,925000,225000,425000,594000,616000,213000,757000,590000,863000,320000,365000,365000,670000,931000,416000,637000,604000,645000,850000,530000,540000,465000,1350000,300000,480000
49,535000,1083000,313000,984000,354000,220000,272000,240000,1195000,307000,586000,538000,466000,600000,1250000,605000,348000,436000,941000,480000,355000,803000,550000,220000,207000,575000,401000,1170000,260000,285000,290000,270000,350000,363000,938000,855000,1255000,393000,278000,648000,700000,238000,320000,313000,600000,659000,925000,638000,588000,640000,466000,282000,420000,443000,445000,653000,445000,1015000,225000,439000,587000,579000,290000,1200000,590000,935000,332000,383000,383000,650000,868000,440000,637000,597000,614000,971000,530000,465000,489000,1493000,294000,456000
50,510000,1004000,289000,1110000,360000,175000,270000,285000,1195000,316000,593000,509000,462000,593000,1003000,606000,390000,396000,949000,470000,415000,800000,552000,229000,207000,502000,442000,1260000,248000,308000,315000,315000,375000,375000,1145000,849000,1105000,412000,280000,656000,689000,245000,320000,289000,600000,655000,1095000,687000,805000,687000,550000,270000,455000,461000,445000,661000,445000,1250000,248000,455000,585000,621000,270000,1458000,590000,949000,368000,360000,360000,653000,878000,418000,592000,606000,640000,971000,545000,408000,465000,1200000,449000,489000
51,465000,950000,336000,957000,324000,150000,275000,318000,1195000,309000,617000,527000,478000,600000,884000,630000,390000,389000,964000,500000,432000,867000,575000,230000,245000,550000,417000,1260000,259000,317000,319000,320000,393000,397000,1250000,869000,1008000,446000,277000,663000,696000,284000,98000,336000,690000,705000,1698000,666000,799000,699000,660000,270000,418000,507000,455000,665000,455000,950000,271000,485000,605000,608000,287000,2198000,568000,964000,390000,340000,340000,670000,1100000,444000,640000,649000,500000,971000,548000,392000,585000,1095000,447000,456000
52,461000,950000,368000,964000,324000,180000,251000,318000,1305000,309000,631000,524000,510000,625000,890000,638000,450000,463000,1010000,504000,457000,867000,607000,240000,280000,479000,415000,1295000,319000,312000,285000,319000,425000,434000,1451000,1095000,940000,460000,249000,680000,710000,235000,119000,368000,690000,695000,1725000,688000,800000,659000,625000,251000,448000,513000,477000,682000,477000,976000,414000,495000,625000,595000,250000,1960000,590000,1006000,408000,320000,320000,667000,1275000,450000,636000,638000,639000,975000,525000,392000,614000,918000,505000,508000
53,465000,1033000,375000,976000,315000,230000,245000,260000,1230000,309000,640000,540000,505000,635000,903000,670000,455000,488000,978000,518000,527000,835000,623000,240000,283000,508000,420000,975000,320000,298000,292000,310000,475000,480000,1464000,1095000,922000,456000,249000,671000,729000,226000,260000,375000,680000,675000,1685000,650000,765000,635000,565000,250000,475000,510000,477000,680000,477000,962000,291000,500000,633000,631000,182000,1300000,600000,972000,416000,345000,345000,693000,1250000,438000,631000,650000,627000,1005000,525000,460000,614000,935000,855000,508000
54,530000,1069000,368000,1000000,240000,235000,248000,245000,1541000,240000,620000,555000,512000,635000,914000,679000,450000,498000,989000,530000,485000,830000,615000,260000,268000,477000,428000,1035000,320000,295000,292000,315000,472000,475000,1452000,1148000,1100000,460000,235000,656000,755000,332000,150000,368000,680000,669000,1475000,669000,675000,635000,510000,253000,496000,500000,590000,660000,590000,1000000,280000,495000,630000,621000,183000,625000,635000,978000,385000,390000,390000,735000,1225000,460000,668000,651000,627000,960000,475000,600000,609000,1250000,855000,525000
55,550000,984000,423000,1000000,215000,249000,273000,270000,1573000,215000,625000,590000,500000,620000,1293000,699000,386000,480000,975000,539000,525000,835000,589000,279000,280000,536000,431000,900000,313000,294000,305000,305000,459000,459000,1371000,922000,1180000,400000,246000,710000,717000,325000,293000,423000,680000,669000,1400000,660000,619000,650000,500000,255000,498000,467000,680000,700000,680000,962000,227000,490000,621000,605000,247000,580000,615000,972000,367000,399000,399000,730000,1163000,400000,686000,675000,610000,1050000,532000,608000,604000,1364000,1008000,525000
56,584000,903000,350000,950000,210000,235000,285000,290000,1573000,210000,632000,585000,519000,613000,1305000,668000,370000,460000,955000,535000,635000,876000,579000,278000,295000,485000,418000,905000,323000,296000,305000,305000,435000,440000,1405000,899000,1300000,388000,258000,720000,713000,320000,80000,350000,580000,681000,1550000,662000,640000,648000,510000,255000,443000,475000,594000,720000,594000,841000,227000,500000,615000,602000,273000,603000,566000,950000,350000,400000,400000,727000,1348000,460000,700000,672000,400000,1003000,503000,612000,595000,1350000,1008000,530000
57,564000,914000,349000,940000,288000,202000,250000,250000,1311000,288000,625000,519000,517000,605000,1200000,659000,380000,439000,939000,494000,720000,867000,588000,249000,324000,480000,419000,829000,328000,336000,305000,302000,430000,440000,1275000,890000,1050000,382000,273000,723000,718000,250000,435000,349000,580000,680000,1490000,753000,680000,675000,450000,262000,435000,503000,594000,719000,594000,800000,240000,483000,610000,628000,280000,575000,545000,915000,350000,340000,340000,730000,1175000,401000,681000,659000,353000,874000,504000,575000,636000,1100000,1344000,515000
58,585000,883000,266000,940000,342000,206000,270000,293000,1072000,360000,690000,495000,535000,599000,898000,648000,424000,405000,907000,480000,581000,846000,622000,268000,325000,400000,449000,915000,330000,336000,283000,318000,443000,450000,1293000,920000,1098000,382000,253000,695000,663000,265000,288000,266000,690000,675000,1430000,795000,680000,680000,530000,271000,489000,521000,540000,705000,540000,878000,295000,500000,619000,649000,300000,1182000,550000,902000,350000,340000,340000,729000,1175000,446000,653000,655000,593000,870000,530000,595000,611000,1325000,1200000,535000
59,534000,944000,223000,960000,341000,215000,270000,327000,3070000,360000,687000,507000,510000,580000,820000,648000,451000,438000,947000,493000,720000,840000,633000,250000,380000,435000,449000,1172000,323000,426000,284000,328000,450000,456000,1335000,1535000,1240000,475000,308000,660000,610000,317000,288000,223000,705000,676000,1179000,795000,693000,680000,500000,270000,529000,563000,477000,665000,477000,921000,298000,480000,630000,655000,345000,805000,574000,939000,360000,349000,349000,700000,1229000,425000,555000,635000,610000,899000,548000,627000,643000,1449000,1263000,550000
60,593000,829000,305000,1168000,323000,265000,285000,320000,3070000,417000,681000,519000,497000,550000,892000,639000,523000,425000,978000,480000,615000,818000,622000,255000,338000,442000,449000,1300000,317000,426000,260000,325000,456000,467000,1375000,1825000,1345000,432000,308000,704000,577000,325000,108000,305000,645000,649000,1072000,605000,696000,680000,507000,267000,525000,457000,430000,720000,430000,873000,244000,495000,607000,559000,330000,916000,560000,978000,361000,382000,382000,659000,1309000,438000,555000,647000,650000,988000,530000,650000,757000,1460000,875000,517000
61,522000,870000,446000,985000,326000,288000,305000,330000,1660000,345000,640000,515000,450000,582000,1273000,653000,450000,450000,975000,479000,630000,856000,615000,268000,334000,453000,407000,1265000,327000,429000,236000,325000,450000,458000,1511000,1793000,1299000,490000,290000,693000,715000,346000,112000,446000,600000,781000,1208000,610000,693000,674000,518000,265000,490000,456000,379000,696000,379000,565000,158000,480000,613000,563000,350000,1025000,607000,967000,366000,380000,380000,702000,1511000,439000,650000,650000,499000,975000,535000,484000,963000,1363000,585000,500000
62,529000,885000,435000,993000,317000,279000,295000,305000,1660000,329000,634000,525000,518000,608000,1286000,672000,414000,417000,935000,490000,458000,863000,615000,250000,307000,472000,426000,1287000,336000,285000,220000,293000,449000,450000,1475000,1049000,1299000,479000,271000,715000,725000,341000,93000,435000,705000,811000,1475000,1298000,555000,650000,566000,280000,486000,457000,525000,725000,525000,678000,165000,480000,600000,719000,288000,1399000,615000,920000,375000,356000,356000,753000,1320000,480000,755000,681000,676000,988000,519000,484000,779000,1350000,585000,490000
63,525000,1013000,414000,975000,278000,274000,309000,351000,1660000,245000,658000,557000,551000,635000,1286000,704000,410000,395000,936000,513000,552000,925000,623000,285000,306000,462000,450000,1230000,314000,482000,232000,325000,460000,460000,1488000,910000,1281000,390000,273000,700000,735000,301000,343000,414000,815000,860000,1450000,1290000,561000,650000,611000,287000,509000,603000,535000,700000,535000,1100000,165000,511000,627000,701000,268000,1563000,615000,935000,390000,375000,375000,756000,1179000,501000,791000,700000,500000,1009000,502000,476000,625000,1290000,705000,495000
64,535000,1038000,395000,962000,203000,290000,300000,295000,1670000,180000,650000,597000,525000,621000,1455000,700000,408000,397000,989000,550000,499000,865000,658000,275000,307000,490000,485000,1675000,286000,475000,229000,318000,480000,490000,1425000,889000,1455000,397000,288000,755000,770000,250000,105000,395000,763000,847000,1280000,773000,556000,655000,583000,290000,513000,603000,573000,756000,573000,1104000,265000,520000,650000,712000,268000,1313000,600000,985000,375000,399000,399000,777000,1163000,505000,800000,700000,508000,1144000,439000,489000,609000,1240000,751000,525000
65,554000,1012000,400000,915000,231000,302000,284000,284000,1413000,203000,652000,565000,544000,650000,1340000,710000,399000,420000,989000,568000,547000,830000,640000,275000,307000,505000,510000,1325000,320000,479000,278000,319000,510000,515000,1500000,993000,1325000,422000,287000,710000,775000,296000,139000,400000,783000,790000,1350000,670000,564000,690000,576000,275000,541000,585000,550000,710000,550000,1104000,287000,523000,665000,610000,268000,2625000,639000,985000,380000,390000,390000,783000,1278000,493000,720000,700000,508000,1090000,432000,479000,610000,1213000,710000,547000
66,560000,989000,395000,955000,260000,295000,300000,295000,1413000,217000,650000,600000,525000,610000,1333000,716000,399000,458000,990000,555000,511000,830000,630000,297000,310000,555000,475000,1350000,330000,436000,258000,309000,483000,498000,1450000,1330000,1270000,465000,295000,732000,790000,321000,142000,395000,772000,703000,1598000,500000,572000,705000,562000,295000,499000,460000,550000,733000,550000,990000,275000,500000,645000,588000,286000,1380000,540000,978000,370000,371000,371000,789000,1330000,467000,671000,699000,499000,1188000,506000,583000,616000,1035000,630000,549000
67,540000,928000,276000,972000,207000,291000,330000,333000,1298000,207000,645000,575000,543000,610000,943000,715000,440000,475000,960000,547000,489000,863000,587000,302000,310000,520000,425000,1270000,338000,309000,307000,335000,459000,468000,1500000,1788000,1050000,430000,303000,699000,750000,300000,250000,276000,799000,655000,2375000,581000,715000,746000,640000,288000,510000,449000,345000,720000,345000,970000,275000,500000,620000,518000,360000,1675000,535000,960000,355000,338000,338000,810000,1390000,485000,605000,680000,476000,965000,563000,563000,605000,1005000,550000,525000
68,538000,935000,273000,1000000,214000,233000,335000,335000,1498000,207000,650000,540000,512000,600000,908000,701000,500000,419000,964000,511000,450000,870000,650000,300000,310000,510000,427000,1263000,308000,285000,293000,330000,439000,453000,1438000,1385000,1130000,390000,293000,733000,742000,310000,330000,273000,775000,695000,1630000,650000,730000,700000,592000,304000,510000,483000,505000,779000,505000,950000,250000,500000,614000,653000,249000,710000,550000,956000,350000,333000,333000,815000,1435000,500000,675000,661000,437000,852000,530000,550000,635000,1071000,935000,419000
69,528000,995000,313000,930000,220000,280000,325000,334000,1350000,214000,680000,505000,490000,635000,920000,709000,523000,402000,930000,518000,395000,900000,697000,256000,309000,500000,425000,1100000,303000,285000,306000,315000,437000,447000,1350000,1035000,1071000,390000,253000,813000,739000,300000,128000,313000,750000,745000,1650000,799000,1295000,697000,570000,287000,535000,531000,530000,819000,530000,1242000,197000,482000,627000,645000,249000,775000,601000,922000,350000,346000,346000,754000,1300000,480000,710000,699000,430000,875000,505000,535000,840000,1215000,592000,455000
70,539000,1050000,345000,940000,262000,295000,328000,336000,1300000,259000,725000,480000,513000,635000,950000,709000,545000,370000,956000,510000,424000,945000,693000,256000,305000,499000,490000,1213000,291000,291000,303000,315000,430000,437000,1365000,1095000,1175000,370000,264000,813000,765000,316000,364000,345000,747000,742000,2050000,832000,794000,683000,539000,308000,512000,532000,550000,835000,550000,1218000,309000,465000,660000,720000,275000,710000,553000,940000,365000,377000,377000,683000,1350000,475000,696000,717000,436000,919000,500000,520000,1185000,1215000,1150000,461000
71,564000,1040000,365000,940000,259000,315000,315000,304000,1375000,294000,700000,503000,510000,648000,1020000,683000,514000,388000,940000,515000,450000,953000,622000,268000,275000,500000,480000,1272000,305000,295000,303000,312000,428000,430000,1320000,944000,1175000,388000,309000,768000,740000,274000,400000,365000,741000,775000,2050000,828000,783000,635000,473000,312000,480000,532000,549000,785000,549000,937000,172000,450000,665000,722000,309000,763000,573000,940000,376000,383000,383000,728000,1285000,475000,725000,735000,410000,1250000,547000,499000,1217000,985000,871000,452000
72,600000,1050000,358000,1208000,262000,314000,318000,285000,1400000,262000,725000,500000,528000,655000,1640000,650000,481000,430000,940000,505000,435000,953000,625000,275000,293000,463000,454000,1360000,305000,295000,363000,302000,426000,468000,1350000,997000,1380000,406000,296000,732000,699000,281000,370000,358000,695000,644000,2250000,800000,715000,663000,513000,335000,445000,510000,549000,760000,549000,669000,289000,450000,660000,719000,312000,730000,550000,940000,370000,400000,400000,750000,1285000,493000,599000,665000,410000,1379000,496000,492000,1050000,985000,430000,451000
73,630000,975000,350000,1035000,275000,302000,304000,235000,1418000,263000,750000,523000,528000,670000,1487000,667000,516000,396000,955000,500000,440000,825000,625000,270000,305000,525000,365000,1400000,360000,379000,364000,303000,426000,430000,1280000,919000,1375000,401000,283000,675000,697000,281000,115000,350000,620000,655000,1430000,692000,550000,600000,628000,313000,514000,477000,537000,700000,537000,475000,289000,490000,625000,694000,290000,795000,620000,955000,388000,381000,381000,762000,1070000,508000,541000,645000,410000,,506000,410000,940000,1025000,377000,558000
74,692000,1075000,463000,1160000,275000,293000,320000,255000,920000,250000,747000,589000,555000,650000,1325000,665000,552000,408000,1095000,480000,410000,850000,630000,280000,311000,488000,418000,1250000,363000,551000,365000,358000,428000,430000,1230000,1010000,1357000,416000,280000,725000,746000,339000,106000,463000,565000,690000,1175000,705000,590000,656000,650000,325000,555000,458000,581000,775000,581000,1088000,289000,507000,649000,703000,297000,1125000,590000,1100000,404000,355000,355000,740000,1143000,502000,565000,657000,483000,894000,507000,599000,950000,1586000,410000,549000
75,631000,1060000,463000,1100000,255000,347000,340000,328000,1663000,255000,742000,610000,600000,650000,1350000,680000,576000,407000,1095000,498000,565000,848000,630000,292000,297000,491000,449000,1333000,365000,670000,354000,365000,440000,465000,1290000,1010000,1350000,425000,297000,786000,796000,339000,134000,463000,525000,730000,1390000,760000,590000,656000,575000,335000,560000,520000,500000,795000,500000,1116000,320000,524000,652000,689000,312000,1675000,590000,1090000,435000,334000,334000,740000,1280000,577000,700000,684000,550000,1001000,500000,500000,815000,1243000,855000,546000
76,635000,1106000,451000,1125000,279000,345000,345000,335000,1663000,289000,715000,610000,602000,700000,1165000,689000,519000,444000,1100000,500000,600000,897000,625000,353000,351000,491000,457000,1410000,375000,471000,288000,350000,500000,500000,1383000,950000,1301000,458000,312000,828000,767000,352000,134000,451000,480000,750000,1358000,805000,679000,670000,470000,338000,544000,510000,581000,830000,581000,1139000,338000,530000,675000,672000,320000,963000,635000,1090000,440000,383000,383000,739000,1295000,564000,670000,725000,689000,1001000,500000,493000,625000,1210000,885000,505000
77,565000,1106000,311000,1100000,300000,310000,346000,358000,1561000,308000,715000,589000,600000,717000,1200000,697000,519000,424000,1100000,525000,667000,899000,630000,328000,350000,491000,455000,1340000,352000,303000,275000,350000,515000,521000,1293000,950000,1329000,438000,320000,828000,764000,333000,155000,311000,563000,719000,1325000,765000,707000,665000,500000,340000,550000,520000,523000,828000,523000,1208000,338000,535000,670000,692000,320000,699000,643000,1070000,394000,396000,396000,746000,1225000,560000,615000,710000,743000,1096000,536000,445000,610000,1318000,825000,555000
78,570000,1010000,268000,1125000,318000,316000,348000,358000,1251000,321000,653000,594000,585000,705000,1130000,715000,525000,402000,1100000,528000,933000,903000,625000,328000,357000,540000,436000,1329000,373000,499000,299000,359000,513000,522000,1295000,988000,1368000,409000,334000,811000,814000,346000,351000,268000,595000,715000,1375000,765000,680000,672000,500000,340000,525000,505000,523000,811000,523000,950000,328000,530000,657000,699000,308000,678000,690000,1082000,392000,409000,409000,750000,1200000,550000,675000,698000,808000,1100000,515000,463000,590000,1565000,973000,552000
79,560000,943000,312000,1170000,287000,325000,350000,371000,1079000,318000,630000,589000,562000,660000,1492000,722000,519000,406000,1103000,518000,547000,840000,640000,325000,322000,535000,436000,1163000,364000,499000,303000,352000,523000,528000,1215000,950000,1463000,412000,350000,700000,810000,340000,332000,312000,669000,725000,1473000,765000,690000,675000,608000,342000,505000,509000,367000,700000,367000,943000,325000,517000,640000,713000,350000,544000,650000,1100000,375000,396000,396000,799000,1186000,533000,720000,633000,404000,1450000,535000,476000,585000,1630000,1116000,575000
80,525000,945000,378000,1080000,265000,337000,315000,315000,1448000,328000,650000,600000,491000,635000,1155000,765000,530000,401000,975000,507000,860000,825000,635000,349000,296000,525000,446000,923000,415000,820000,310000,339000,485000,505000,1373000,1071000,1418000,402000,325000,745000,850000,330000,313000,378000,650000,779000,1663000,767000,701000,685000,599000,330000,500000,509000,480000,750000,480000,929000,264000,505000,632000,715000,344000,465000,628000,969000,416000,457000,457000,800000,1421000,531000,777000,710000,454000,1516000,491000,460000,590000,1785000,1303000,570000
81,518000,980000,389000,1250000,274000,338000,323000,285000,1450000,319000,650000,555000,503000,650000,1297000,760000,495000,465000,1034000,500000,585000,829000,639000,340000,296000,509000,440000,810000,411000,668000,310000,320000,500000,517000,1351000,1095000,1149000,487000,326000,739000,826000,345000,146000,389000,675000,793000,1729000,734000,825000,680000,583000,358000,500000,508000,506000,740000,506000,975000,250000,515000,645000,698000,353000,790000,625000,1007000,409000,386000,386000,775000,1428000,515000,680000,725000,397000,1575000,626000,443000,594000,1512000,1456000,570000
82,526000,1003000,380000,985000,279000,333000,323000,320000,1450000,265000,675000,550000,518000,650000,1416000,749000,485000,462000,982000,489000,865000,865000,631000,335000,355000,500000,449000,763000,415000,760000,326000,341000,493000,510000,1325000,1123000,1055000,469000,325000,740000,825000,376000,175000,380000,575000,780000,1700000,633000,805000,712000,495000,340000,520000,508000,539000,751000,539000,957000,239000,518000,648000,659000,397000,697000,638000,979000,450000,409000,409000,752000,1267000,516000,676000,725000,473000,1150000,535000,449000,597000,1300000,715000,582000
83,557000,994000,389000,995000,292000,337000,320000,312000,1410000,334000,650000,525000,599000,655000,1425000,719000,428000,480000,1025000,490000,568000,720000,625000,342000,335000,480000,459000,1150000,397000,360000,321000,328000,492000,519000,1420000,1000000,1055000,505000,325000,725000,790000,376000,153000,389000,673000,622000,2188000,476000,852000,670000,535000,350000,520000,510000,532000,740000,532000,1070000,399000,500000,642000,652000,388000,767000,645000,995000,415000,367000,367000,775000,1265000,492000,622000,700000,395000,1215000,515000,499000,625000,955000,615000,550000
84,535000,995000,335000,995000,267000,330000,345000,371000,1400000,265000,660000,570000,580000,660000,1155000,719000,430000,470000,979000,490000,528000,815000,625000,373000,337000,479000,463000,2050000,404000,620000,300000,340000,518000,518000,1252000,850000,1190000,495000,300000,725000,764000,313000,400000,335000,645000,610000,1242000,533000,825000,647000,499000,370000,571000,518000,526000,725000,510000,973000,485000,510000,632000,657000,406000,662000,700000,979000,449000,353000,353000,740000,1110000,511000,646000,700000,550000,1215000,430000,515000,645000,1005000,550000,582000
85,538000,995000,337000,1174000,255000,340000,358000,350000,1610000,269000,655000,600000,619000,715000,1028000,767000,425000,520000,1142000,496000,479000,815000,611000,385000,335000,458000,480000,1632000,410000,567000,277000,343000,530000,530000,1500000,995000,1155000,480000,330000,894000,805000,215000,424000,337000,690000,704000,1363000,850000,653000,690000,613000,380000,510000,519000,550000,913000,550000,1081000,485000,530000,642000,734000,355000,863000,719000,1113000,435000,335000,335000,840000,1275000,477000,730000,732000,504000,2010000,440000,447000,623000,965000,1018000,480000
86,541000,1033000,332000,1158000,242000,350000,379000,377000,1875000,250000,715000,600000,605000,710000,900000,767000,449000,460000,1150000,505000,425000,963000,638000,375000,361000,495000,493000,975000,410000,445000,340000,380000,531000,540000,1308000,998000,913000,460000,375000,856000,890000,270000,290000,332000,715000,735000,1450000,850000,625000,679000,570000,379000,532000,530000,560000,887000,553000,1039000,370000,541000,650000,714000,395000,1625000,715000,1142000,435000,335000,335000,775000,1088000,502000,730000,750000,605000,2020000,455000,432000,618000,975000,492000,483000
87,565000,1033000,336000,1158000,242000,351000,370000,375000,1756000,260000,677000,600000,599000,709000,1350000,775000,465000,455000,1105000,530000,420000,900000,649000,375000,356000,495000,500000,850000,411000,310000,365000,387000,506000,520000,1377000,1036000,1100000,460000,385000,863000,850000,270000,185000,336000,735000,735000,2450000,777000,621000,711000,523000,373000,565000,530000,684000,894000,619000,909000,408000,560000,651000,682000,375000,1713000,673000,1100000,428000,352000,352000,818000,1075000,491000,735000,770000,554000,1131000,470000,445000,618000,1430000,566000,485000
88,580000,1020000,344000,1148000,265000,360000,368000,375000,1221000,278000,728000,600000,599000,693000,1160000,755000,490000,470000,1100000,530000,445000,918000,650000,372000,347000,500000,538000,966000,386000,310000,385000,391000,513000,550000,1245000,1038000,1140000,459000,400000,792000,831000,384000,186000,344000,750000,671000,1303000,740000,565000,677000,410000,375000,584000,525000,694000,792000,700000,854000,453000,554000,670000,670000,360000,925000,666000,1100000,428000,418000,418000,815000,1058000,500000,645000,750000,620000,1214000,454000,490000,585000,1350000,532000,534000
89,660000,1068000,372000,1100000,326000,355000,349000,387000,910000,316000,715000,590000,555000,710000,1425000,775000,485000,485000,1099000,558000,460000,895000,610000,349000,350000,575000,521000,1185000,389000,305000,379000,386000,520000,550000,1415000,1173000,1300000,478000,376000,845000,776000,343000,255000,372000,755000,690000,1200000,702000,650000,673000,550000,355000,585000,525000,710000,840000,722000,935000,453000,560000,670000,588000,340000,848000,665000,1075000,435000,418000,418000,845000,1130000,503000,665000,790000,618000,1131000,483000,657000,643000,1395000,554000,573000
90,620000,1082000,365000,1135000,349000,357000,379000,370000,1538000,318000,737000,592000,589000,678000,970000,776000,497000,494000,1055000,555000,436000,910000,599000,354000,343000,573000,494000,1250000,387000,327000,379000,387000,528000,550000,1486000,1640000,1088000,465000,389000,800000,776000,346000,235000,365000,850000,752000,1405000,778000,665000,680000,557000,393000,550000,509000,565000,800000,700000,958000,550000,543000,670000,633000,392000,625000,658000,1058000,420000,425000,425000,831000,1303000,515000,727000,790000,570000,1032000,485000,670000,552000,1088000,513000,585000
91,615000,975000,350000,1135000,347000,353000,374000,365000,1973000,347000,663000,586000,575000,665000,1445000,794000,455000,487000,1010000,570000,496000,885000,595000,343000,355000,570000,479000,1125000,425000,414000,320000,387000,535000,555000,1594000,1230000,1168000,470000,384000,944000,778000,340000,235000,350000,850000,786000,1901000,745000,680000,675000,640000,375000,530000,521000,575000,944000,590000,935000,425000,546000,650000,599000,393000,860000,625000,1010000,425000,382000,382000,841000,1423000,494000,761000,817000,540000,1009000,485000,570000,643000,1210000,518000,573000
92,584000,1066000,332000,1175000,310000,345000,350000,312000,1740000,295000,645000,595000,637000,644000,1020000,770000,470000,435000,1068000,525000,506000,907000,620000,325000,350000,520000,474000,1118000,395000,540000,360000,375000,528000,550000,1499000,990000,1100000,426000,377000,940000,777000,385000,135000,332000,797000,795000,1779000,795000,623000,680000,655000,380000,530000,521000,683000,929000,644000,460000,443000,550000,650000,700000,391000,1015000,622000,1075000,420000,364000,364000,825000,1313000,503000,738000,815000,600000,968000,473000,540000,625000,1039000,750000,570000
93,599000,1100000,352000,1200000,295000,332000,352000,319000,1619000,295000,650000,613000,626000,660000,1100000,755000,469000,426000,1081000,503000,763000,896000,650000,255000,369000,462000,510000,1125000,395000,675000,360000,364000,540000,560000,1488000,990000,1200000,395000,348000,800000,780000,390000,149000,352000,755000,786000,1690000,832000,785000,675000,653000,379000,487000,530000,745000,850000,686000,920000,380000,560000,668000,721000,364000,1260000,620000,1080000,420000,370000,370000,800000,1253000,496000,634000,785000,499000,1150000,494000,795000,758000,1500000,1025000,533000